"round","inst_code","inst_name","inst_order","panel","uoa","uoa_name","profile","fte","fte_pct","four.and.three","four","three","two","one","unclassified","gpa","power","RG"
2021,10007760,"Birkbeck College",13,"D",26,"Modern Languages and Linguistics","Impact",21.7,100,83.3,33.3,50,16.7,0,0,3.166,68.7022,0
2021,10007760,"Birkbeck College",13,"D",26,"Modern Languages and Linguistics","Environment",21.7,100,67.5,12.5,55,32.5,0,0,2.8,60.76,0
2021,10007760,"Birkbeck College",13,"D",27,"English Language and Literature","Overall",40.3,100,94,72,22,6,0,0,3.66,147.498,0
2021,10007760,"Birkbeck College",13,"D",27,"English Language and Literature","Outputs",40.3,100,90.5,52.6,37.9,9.5,0,0,3.431,138.2693,0
2021,10007760,"Birkbeck College",13,"D",27,"English Language and Literature","Impact",40.3,100,100,100,0,0,0,0,4,161.2,0
2021,10007760,"Birkbeck College",13,"D",27,"English Language and Literature","Environment",40.3,100,100,100,0,0,0,0,4,161.2,0
2021,10007760,"Birkbeck College",13,"D",28,"History","Overall",41.63,100,83,63,20,14,3,0,3.43,142.7909,0
2021,10007760,"Birkbeck College",13,"D",28,"History","Outputs",41.63,100,81.7,52.9,28.8,18.3,0,0,3.346,139.29398,0
2021,10007760,"Birkbeck College",13,"D",28,"History","Impact",41.63,100,75,75,0,12.5,12.5,0,3.375,140.50125,0
2021,10007760,"Birkbeck College",13,"D",28,"History","Environment",41.63,100,100,85,15,0,0,0,3.85,160.2755,0
2021,10007760,"Birkbeck College",13,"D",30,"Philosophy","Overall",13.33,100,70,25,45,16,14,0,2.81,37.4573,0
2021,10007760,"Birkbeck College",13,"D",30,"Philosophy","Outputs",13.33,100,78.8,42.4,36.4,21.2,0,0,3.212,42.81596,0
2021,10007760,"Birkbeck College",13,"D",30,"Philosophy","Impact",13.33,100,50,0,50,0,50,0,2,26.66,0
2021,10007760,"Birkbeck College",13,"D",30,"Philosophy","Environment",13.33,100,67.5,0,67.5,22.5,10,0,2.575,34.32475,0
2021,10007760,"Birkbeck College",13,"D",32,"Art and Design: History, Practice and Theory","Overall",32.55,100,95,69,26,4,0,1,3.62,117.831,0
2021,10007760,"Birkbeck College",13,"D",32,"Art and Design: History, Practice and Theory","Outputs",32.55,100,91.4,65.4,26,7.4,0,1.2,3.544,115.3572,0
2021,10007760,"Birkbeck College",13,"D",32,"Art and Design: History, Practice and Theory","Impact",32.55,100,100,66.7,33.3,0,0,0,3.667,119.36085,0
2021,10007760,"Birkbeck College",13,"D",32,"Art and Design: History, Practice and Theory","Environment",32.55,100,100,90,10,0,0,0,3.9,126.945,0
2021,10006840,"University of Birmingham",14,"A",1,"Clinical Medicine","Overall",224,90,92,49,43,7,0,1,3.39,759.36,1
2021,10006840,"University of Birmingham",14,"A",1,"Clinical Medicine","Outputs",224,90,90.2,37.5,52.7,8.4,0.5,0.9,3.254,728.896,1
2021,10006840,"University of Birmingham",14,"A",1,"Clinical Medicine","Impact",224,90,90.9,68.2,22.7,9.1,0,0,3.591,804.384,1
2021,10006840,"University of Birmingham",14,"A",1,"Clinical Medicine","Environment",224,90,100,62.5,37.5,0,0,0,3.625,812,1
2021,10006840,"University of Birmingham",14,"A",2,"Public Health, Health Services and Primary Care","Overall",46,95,97,65,32,2,0,1,3.6,165.6,1
2021,10006840,"University of Birmingham",14,"A",2,"Public Health, Health Services and Primary Care","Outputs",46,95,94.8,57.4,37.4,4.3,0,0.9,3.504,161.184,1
2021,10006840,"University of Birmingham",14,"A",2,"Public Health, Health Services and Primary Care","Impact",46,95,100,100,0,0,0,0,4,184,1
2021,10006840,"University of Birmingham",14,"A",2,"Public Health, Health Services and Primary Care","Environment",46,95,100,37.5,62.5,0,0,0,3.375,155.25,1
2021,10006840,"University of Birmingham",14,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",45.3,90,94,42,52,6,0,0,3.36,152.208,1
2021,10006840,"University of Birmingham",14,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Outputs",45.3,90,89.4,45.1,44.3,10.6,0,0,3.345,151.5285,1
2021,10006840,"University of Birmingham",14,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Impact",45.3,90,100,37.5,62.5,0,0,0,3.375,152.8875,1
2021,10006840,"University of Birmingham",14,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Environment",45.3,90,100,37.5,62.5,0,0,0,3.375,152.8875,1
2021,10006840,"University of Birmingham",14,"A",4,"Psychology, Psychiatry and Neuroscience","Overall",55.4,100,94,54,40,6,0,0,3.48,192.792,1
2021,10006840,"University of Birmingham",14,"A",4,"Psychology, Psychiatry and Neuroscience","Outputs",55.4,100,89.2,40.3,48.9,10.1,0,0.7,3.281,181.7674,1
2021,10006840,"University of Birmingham",14,"A",4,"Psychology, Psychiatry and Neuroscience","Impact",55.4,100,100,60,40,0,0,0,3.6,199.44,1
2021,10006840,"University of Birmingham",14,"A",4,"Psychology, Psychiatry and Neuroscience","Environment",55.4,100,100,100,0,0,0,0,4,221.6,1
2021,10006840,"University of Birmingham",14,"A",5,"Biological Sciences","Overall",60.8,100,93,45,48,7,0,0,3.38,205.504,1
2021,10006840,"University of Birmingham",14,"A",5,"Biological Sciences","Outputs",60.8,100,87.5,45.4,42.1,12.5,0,0,3.329,202.4032,1
2021,10006840,"University of Birmingham",14,"A",5,"Biological Sciences","Impact",60.8,100,100,40,60,0,0,0,3.4,206.72,1
2021,10006840,"University of Birmingham",14,"A",5,"Biological Sciences","Environment",60.8,100,100,50,50,0,0,0,3.5,212.8,1
2021,10006840,"University of Birmingham",14,"B",7,"Earth Systems and Environmental Sciences","Overall",30.8,100,98,67,31,1,0,1,3.63,111.804,1
2021,10006840,"University of Birmingham",14,"B",7,"Earth Systems and Environmental Sciences","Outputs",30.8,100,97.4,58.4,39,1.3,0,1.3,3.532,108.7856,1
2021,10006840,"University of Birmingham",14,"B",7,"Earth Systems and Environmental Sciences","Impact",30.8,100,100,66.7,33.3,0,0,0,3.667,112.9436,1
2021,10006840,"University of Birmingham",14,"B",7,"Earth Systems and Environmental Sciences","Environment",30.8,100,100,100,0,0,0,0,4,123.2,1
2021,10006840,"University of Birmingham",14,"B",8,"Chemistry","Overall",30.8,100,91,41,50,9,0,0,3.32,102.256,1
2021,10006840,"University of Birmingham",14,"B",8,"Chemistry","Outputs",30.8,100,98.7,49.4,49.3,1.3,0,0,3.481,107.2148,1
2021,10006840,"University of Birmingham",14,"B",8,"Chemistry","Impact",30.8,100,66.7,16.7,50,33.3,0,0,2.834,87.2872,1
2021,10006840,"University of Birmingham",14,"B",8,"Chemistry","Environment",30.8,100,100,50,50,0,0,0,3.5,107.8,1
2021,10006840,"University of Birmingham",14,"B",9,"Physics","Overall",55.2,100,95,66,29,5,0,0,3.61,199.272,1
2021,10006840,"University of Birmingham",14,"B",9,"Physics","Outputs",55.2,100,92,67.4,24.6,8,0,0,3.594,198.3888,1
2021,10006840,"University of Birmingham",14,"B",9,"Physics","Impact",55.2,100,100,50,50,0,0,0,3.5,193.2,1
2021,10006840,"University of Birmingham",14,"B",9,"Physics","Environment",55.2,100,100,87.5,12.5,0,0,0,3.875,213.9,1
2021,10006840,"University of Birmingham",14,"B",10,"Mathematical Sciences","Overall",57.2,100,100,45,55,0,0,0,3.45,197.34,1
2021,10006840,"University of Birmingham",14,"B",10,"Mathematical Sciences","Outputs",57.2,100,100,48.3,51.7,0,0,0,3.483,199.2276,1
2021,10006840,"University of Birmingham",14,"B",10,"Mathematical Sciences","Impact",57.2,100,100,50,50,0,0,0,3.5,200.2,1
2021,10006840,"University of Birmingham",14,"B",10,"Mathematical Sciences","Environment",57.2,100,100,25,75,0,0,0,3.25,185.9,1
2021,10006840,"University of Birmingham",14,"B",11,"Computer Science and Informatics","Overall",42.7,100,100,77,23,0,0,0,3.77,160.979,1
2021,10006840,"University of Birmingham",14,"B",11,"Computer Science and Informatics","Outputs",42.7,100,100,65.4,34.6,0,0,0,3.654,156.0258,1
2021,10006840,"University of Birmingham",14,"B",11,"Computer Science and Informatics","Impact",42.7,100,100,100,0,0,0,0,4,170.8,1
2021,10006840,"University of Birmingham",14,"B",11,"Computer Science and Informatics","Environment",42.7,100,100,87.5,12.5,0,0,0,3.875,165.4625,1
2021,10006840,"University of Birmingham",14,"B",12,"Engineering","Overall",143.25,100,96,53,43,4,0,0,3.49,499.9425,1
2021,10006840,"University of Birmingham",14,"B",12,"Engineering","Outputs",143.25,100,94.1,36.3,57.8,5.6,0.3,0,3.301,472.86825,1
2021,10006840,"University of Birmingham",14,"B",12,"Engineering","Impact",143.25,100,100,72.2,27.8,0,0,0,3.722,533.1765,1
2021,10006840,"University of Birmingham",14,"B",12,"Engineering","Environment",143.25,100,100,87.5,12.5,0,0,0,3.875,555.09375,1
2021,10006840,"University of Birmingham",14,"C",14,"Geography and Environmental Studies","Overall",40.2,100,92,35,57,8,0,0,3.27,131.454,1
2021,10006840,"University of Birmingham",14,"C",14,"Geography and Environmental Studies","Outputs",40.2,100,92.1,33.7,58.4,7.9,0,0,3.258,130.9716,1
2021,10006840,"University of Birmingham",14,"C",14,"Geography and Environmental Studies","Impact",40.2,100,87.5,37.5,50,12.5,0,0,3.25,130.65,1
2021,10006840,"University of Birmingham",14,"C",14,"Geography and Environmental Studies","Environment",40.2,100,100,37.5,62.5,0,0,0,3.375,135.675,1
2021,10006840,"University of Birmingham",14,"C",17,"Business and Management Studies","Overall",141.15,100,86,45,41,13,1,0,3.3,465.795,1
2021,10006840,"University of Birmingham",14,"C",17,"Business and Management Studies","Outputs",141.15,100,81.6,32.3,49.3,17,1.4,0,3.125,441.09375,1
2021,10006840,"University of Birmingham",14,"C",17,"Business and Management Studies","Impact",141.15,100,88.9,55.6,33.3,11.1,0,0,3.445,486.26175,1
2021,10006840,"University of Birmingham",14,"C",17,"Business and Management Studies","Environment",141.15,100,100,75,25,0,0,0,3.75,529.3125,1
2021,10006840,"University of Birmingham",14,"C",18,"Law","Overall",45.2,100,87,53,34,13,0,0,3.4,153.68,1
2021,10006840,"University of Birmingham",14,"C",18,"Law","Outputs",45.2,100,83.7,52,31.7,16.3,0,0,3.357,151.7364,1
2021,10006840,"University of Birmingham",14,"C",18,"Law","Impact",45.2,100,87.5,50,37.5,12.5,0,0,3.375,152.55,1
2021,10006840,"University of Birmingham",14,"C",18,"Law","Environment",45.2,100,100,62.5,37.5,0,0,0,3.625,163.85,1
2021,10006840,"University of Birmingham",14,"C",19,"Politics and International Studies","Overall",49,95,83,41,42,16,1,0,3.23,158.27,1
2021,10006840,"University of Birmingham",14,"C",19,"Politics and International Studies","Outputs",49,95,77.2,37.4,39.8,21.2,0.8,0.8,3.122,152.978,1
2021,10006840,"University of Birmingham",14,"C",19,"Politics and International Studies","Impact",49,95,87.5,37.5,50,12.5,0,0,3.25,159.25,1
2021,10006840,"University of Birmingham",14,"C",19,"Politics and International Studies","Environment",49,95,100,62.5,37.5,0,0,0,3.625,177.625,1
2021,10006840,"University of Birmingham",14,"C",20,"Social Work and Social Policy","Overall",46.4,100,94,50,44,5,0,1,3.42,158.688,1
2021,10006840,"University of Birmingham",14,"C",20,"Social Work and Social Policy","Outputs",46.4,100,95.7,48.3,47.4,3.4,0,0.9,3.422,158.7808,1
2021,10006840,"University of Birmingham",14,"C",20,"Social Work and Social Policy","Impact",46.4,100,87.5,37.5,50,12.5,0,0,3.25,150.8,1
2021,10006840,"University of Birmingham",14,"C",20,"Social Work and Social Policy","Environment",46.4,100,100,75,25,0,0,0,3.75,174,1
2021,10006840,"University of Birmingham",14,"C",22,"Anthropology and Development Studies","Overall",16,100,85,45,40,15,0,0,3.3,52.8,1
2021,10006840,"University of Birmingham",14,"C",22,"Anthropology and Development Studies","Outputs",16,100,75,25,50,25,0,0,3,48,1
2021,10006840,"University of Birmingham",14,"C",22,"Anthropology and Development Studies","Impact",16,100,100,75,25,0,0,0,3.75,60,1
2021,10006840,"University of Birmingham",14,"C",22,"Anthropology and Development Studies","Environment",16,100,100,75,25,0,0,0,3.75,60,1
2021,10006840,"University of Birmingham",14,"C",23,"Education","Overall",34.44,100,93,63,30,6,1,0,3.55,122.262,1
2021,10006840,"University of Birmingham",14,"C",23,"Education","Outputs",34.44,100,88.4,44.2,44.2,10.4,1.2,0,3.314,114.13416,1
2021,10006840,"University of Birmingham",14,"C",23,"Education","Impact",34.44,100,100,100,0,0,0,0,4,137.76,1
2021,10006840,"University of Birmingham",14,"C",23,"Education","Environment",34.44,100,100,75,25,0,0,0,3.75,129.15,1
2021,10006840,"University of Birmingham",14,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Overall",45.2,100,98,65,33,2,0,0,3.63,164.076,1
2021,10006840,"University of Birmingham",14,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Outputs",45.2,100,96.5,51.3,45.2,3.5,0,0,3.478,157.2056,1
2021,10006840,"University of Birmingham",14,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Impact",45.2,100,100,75,25,0,0,0,3.75,169.5,1
2021,10006840,"University of Birmingham",14,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Environment",45.2,100,100,100,0,0,0,0,4,180.8,1
2021,10006840,"University of Birmingham",14,"D",25,"Area Studies","Overall",7,100,100,56,44,0,0,0,3.56,24.92,1
2021,10006840,"University of Birmingham",14,"D",25,"Area Studies","Outputs",7,100,100,77.8,22.2,0,0,0,3.778,26.446,1
2021,10006840,"University of Birmingham",14,"D",25,"Area Studies","Impact",7,100,100,0,100,0,0,0,3,21,1
2021,10006840,"University of Birmingham",14,"D",25,"Area Studies","Environment",7,100,100,62.5,37.5,0,0,0,3.625,25.375,1
2021,10006840,"University of Birmingham",14,"D",26,"Modern Languages and Linguistics","Overall",34.5,100,84,45,39,16,0,0,3.29,113.505,1
2021,10006840,"University of Birmingham",14,"D",26,"Modern Languages and Linguistics","Outputs",34.5,100,82.6,53.5,29.1,17.4,0,0,3.361,115.9545,1
2021,10006840,"University of Birmingham",14,"D",26,"Modern Languages and Linguistics","Impact",34.5,100,83.3,33.3,50,16.7,0,0,3.166,109.227,1
2021,10006840,"University of Birmingham",14,"D",26,"Modern Languages and Linguistics","Environment",34.5,100,90,30,60,10,0,0,3.2,110.4,1
2021,10006840,"University of Birmingham",14,"D",27,"English Language and Literature","Overall",74.7,100,95,60,35,5,0,0,3.55,265.185,1
2021,10006840,"University of Birmingham",14,"D",27,"English Language and Literature","Outputs",74.7,100,95.2,61.5,33.7,4.8,0,0,3.567,266.4549,1
2021,10006840,"University of Birmingham",14,"D",27,"English Language and Literature","Impact",74.7,100,91.7,50,41.7,8.3,0,0,3.417,255.2499,1
2021,10006840,"University of Birmingham",14,"D",27,"English Language and Literature","Environment",74.7,100,100,72.5,27.5,0,0,0,3.725,278.2575,1
2021,10006840,"University of Birmingham",14,"D",28,"History","Overall",43.2,100,94,49,45,6,0,0,3.43,148.176,1
2021,10006840,"University of Birmingham",14,"D",28,"History","Outputs",43.2,100,90.7,57.4,33.3,9.3,0,0,3.481,150.3792,1
2021,10006840,"University of Birmingham",14,"D",28,"History","Impact",43.2,100,100,25,75,0,0,0,3.25,140.4,1
2021,10006840,"University of Birmingham",14,"D",28,"History","Environment",43.2,100,100,55,45,0,0,0,3.55,153.36,1
2021,10006840,"University of Birmingham",14,"D",29,"Classics","Overall",18.7,100,82,45,37,15,3,0,3.24,60.588,1
2021,10006840,"University of Birmingham",14,"D",29,"Classics","Outputs",18.7,100,83,55.3,27.7,12.7,4.3,0,3.34,62.458,1
2021,10006840,"University of Birmingham",14,"D",29,"Classics","Impact",18.7,100,75,25,50,25,0,0,3,56.1,1
2021,10006840,"University of Birmingham",14,"D",29,"Classics","Environment",18.7,100,87.5,37.5,50,12.5,0,0,3.25,60.775,1
2021,10006840,"University of Birmingham",14,"D",30,"Philosophy","Overall",17,100,96,56,40,3,0,1,3.5,59.5,1
2021,10006840,"University of Birmingham",14,"D",30,"Philosophy","Outputs",17,100,92.5,57.5,35,5,0,2.5,3.45,58.65,1
2021,10006840,"University of Birmingham",14,"D",30,"Philosophy","Impact",17,100,100,50,50,0,0,0,3.5,59.5,1
2021,10006840,"University of Birmingham",14,"D",30,"Philosophy","Environment",17,100,100,60,40,0,0,0,3.6,61.2,1
2021,10006840,"University of Birmingham",14,"D",31,"Theology and Religious Studies","Overall",19.9,100,89,60,29,11,0,0,3.49,69.451,1
2021,10006840,"University of Birmingham",14,"D",31,"Theology and Religious Studies","Outputs",19.9,100,82,40,42,18,0,0,3.22,64.078,1
2021,10006840,"University of Birmingham",14,"D",31,"Theology and Religious Studies","Impact",19.9,100,100,100,0,0,0,0,4,79.6,1
2021,10006840,"University of Birmingham",14,"D",31,"Theology and Religious Studies","Environment",19.9,100,100,72.5,27.5,0,0,0,3.725,74.1275,1
2021,10006840,"University of Birmingham",14,"D",32,"Art and Design: History, Practice and Theory","Overall",10,100,95,62,33,5,0,0,3.57,35.7,1
2021,10006840,"University of Birmingham",14,"D",32,"Art and Design: History, Practice and Theory","Outputs",10,100,91.3,56.5,34.8,8.7,0,0,3.478,34.78,1
2021,10006840,"University of Birmingham",14,"D",32,"Art and Design: History, Practice and Theory","Impact",10,100,100,75,25,0,0,0,3.75,37.5,1
2021,10006840,"University of Birmingham",14,"D",32,"Art and Design: History, Practice and Theory","Environment",10,100,100,60,40,0,0,0,3.6,36,1
2021,10006840,"University of Birmingham",14,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Overall",26.6,100,87,38,49,10,2,1,3.21,85.386,1
2021,10006840,"University of Birmingham",14,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Outputs",26.6,100,80.6,41.8,38.8,14.9,3,1.5,3.164,84.1624,1
2021,10006840,"University of Birmingham",14,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Impact",26.6,100,100,33.3,66.7,0,0,0,3.333,88.6578,1
2021,10006840,"University of Birmingham",14,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Environment",26.6,100,90,27.5,62.5,10,0,0,3.175,84.455,1
2021,10007140,"Birmingham City University",15,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",16.45,5,73,26,47,24,2,1,2.95,48.5275,0
2021,10007140,"Birmingham City University",15,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Outputs",16.45,5,80.5,22,58.5,17.1,0,2.4,2.977,48.97165,0
2021,10007140,"Birmingham City University",15,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Impact",16.45,5,100,50,50,0,0,0,3.5,57.575,0
2021,10007140,"Birmingham City University",15,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Environment",16.45,5,0,0,0,87.5,12.5,0,1.875,30.84375,0
2021,10007140,"Birmingham City University",15,"A",4,"Psychology, Psychiatry and Neuroscience","Overall",31.7,60,31,14,17,43,26,0,2.19,69.423,0
2021,10007140,"Birmingham City University",15,"A",4,"Psychology, Psychiatry and Neuroscience","Outputs",31.7,60,38,10.1,27.9,51.9,10.1,0,2.38,75.446,0
2021,10007140,"Birmingham City University",15,"A",4,"Psychology, Psychiatry and Neuroscience","Impact",31.7,60,33.3,33.3,0,0,66.7,0,1.999,63.3683,0
2021,10007140,"Birmingham City University",15,"A",4,"Psychology, Psychiatry and Neuroscience","Environment",31.7,60,0,0,0,75,25,0,1.75,55.475,0
2021,10007140,"Birmingham City University",15,"B",11,"Computer Science and Informatics","Overall",30,35,60,11,49,28,4,8,2.51,75.3,0
2021,10007140,"Birmingham City University",15,"B",11,"Computer Science and Informatics","Outputs",30,35,72,10.7,61.3,28,0,0,2.827,84.81,0
2021,10007140,"Birmingham City University",15,"B",11,"Computer Science and Informatics","Impact",30,35,66.7,16.7,50,0,0,33.3,2.168,65.04,0
2021,10007140,"Birmingham City University",15,"B",11,"Computer Science and Informatics","Environment",30,35,0,0,0,75,25,0,1.75,52.5,0
2021,10007140,"Birmingham City University",15,"B",12,"Engineering","Overall",16,50,61,3,58,36,3,0,2.61,41.76,0
2021,10007140,"Birmingham City University",15,"B",12,"Engineering","Outputs",16,50,70,5,65,25,5,0,2.7,43.2,0
2021,10007140,"Birmingham City University",15,"B",12,"Engineering","Impact",16,50,75,0,75,25,0,0,2.75,44,0
2021,10007140,"Birmingham City University",15,"B",12,"Engineering","Environment",16,50,0,0,0,100,0,0,2,32,0
2021,10007140,"Birmingham City University",15,"C",13,"Architecture, Built Environment and Planning","Overall",11.4,35,76,21,55,24,0,0,2.97,33.858,0
2021,10007140,"Birmingham City University",15,"C",13,"Architecture, Built Environment and Planning","Outputs",11.4,35,79.3,13.8,65.5,20.7,0,0,2.931,33.4134,0
2021,10007140,"Birmingham City University",15,"C",13,"Architecture, Built Environment and Planning","Impact",11.4,35,75,50,25,25,0,0,3.25,37.05,0
2021,10007140,"Birmingham City University",15,"C",13,"Architecture, Built Environment and Planning","Environment",11.4,35,62.5,0,62.5,37.5,0,0,2.625,29.925,0
2021,10007140,"Birmingham City University",15,"C",17,"Business and Management Studies","Overall",23,20,42,1,41,51,7,0,2.36,54.28,0
2021,10007140,"Birmingham City University",15,"C",17,"Business and Management Studies","Outputs",23,20,39.7,1.7,38,48.2,12.1,0,2.293,52.739,0
2021,10007140,"Birmingham City University",15,"C",17,"Business and Management Studies","Impact",23,20,66.7,0,66.7,33.3,0,0,2.667,61.341,0
2021,10007140,"Birmingham City University",15,"C",17,"Business and Management Studies","Environment",23,20,12.5,0,12.5,87.5,0,0,2.125,48.875,0
2021,10007140,"Birmingham City University",15,"C",18,"Law","Overall",11,25,30,2,28,66,4,0,2.28,25.08,0
2021,10007140,"Birmingham City University",15,"C",18,"Law","Outputs",11,25,28.6,3.6,25,71.4,0,0,2.322,25.542,0
2021,10007140,"Birmingham City University",15,"C",18,"Law","Impact",11,25,50,0,50,50,0,0,2.5,27.5,0
2021,10007140,"Birmingham City University",15,"C",18,"Law","Environment",11,25,0,0,0,75,25,0,1.75,19.25,0
2021,10007140,"Birmingham City University",15,"C",20,"Social Work and Social Policy","Overall",13.2,40,55,16,39,35,8,2,2.59,34.188,0
2021,10007140,"Birmingham City University",15,"C",20,"Social Work and Social Policy","Outputs",13.2,40,66.7,27.3,39.4,27.2,3.1,3,2.849,37.6068,0
2021,10007140,"Birmingham City University",15,"C",20,"Social Work and Social Policy","Impact",13.2,40,0,0,0,75,25,0,1.75,23.1,0
2021,10007140,"Birmingham City University",15,"C",20,"Social Work and Social Policy","Environment",13.2,40,100,0,100,0,0,0,3,39.6,0
2021,10007795,"University of Leeds",72,"C",21,"Sociology","Impact",32.2,100,100,50,50,0,0,0,3.5,112.7,1
2021,10007798,"University of Manchester",88,"C",21,"Sociology","Impact",55.8,100,100,50,50,0,0,0,3.5,195.3,1
2021,10007776,"Roehampton University",110,"C",21,"Sociology","Impact",29.85,100,83.3,66.7,16.6,16.7,0,0,3.5,104.475,0
2021,10007160,"University of Surrey",139,"C",21,"Sociology","Environment",25.3,100,100,50,50,0,0,0,3.5,88.55,0
2021,10007140,"Birmingham City University",15,"C",23,"Education","Overall",14.7,15,41,2,39,46,13,0,2.3,33.81,0
2021,10007140,"Birmingham City University",15,"C",23,"Education","Outputs",14.7,15,37.8,2.7,35.1,46,16.2,0,2.243,32.9721,0
2021,10007140,"Birmingham City University",15,"C",23,"Education","Impact",14.7,15,75,0,75,25,0,0,2.75,40.425,0
2021,10007140,"Birmingham City University",15,"C",23,"Education","Environment",14.7,15,0,0,0,75,25,0,1.75,25.725,0
2021,10007140,"Birmingham City University",15,"D",27,"English Language and Literature","Overall",15.2,65,94,56,38,6,0,0,3.5,53.2,0
2021,10007140,"Birmingham City University",15,"D",27,"English Language and Literature","Outputs",15.2,65,89.5,44.7,44.8,10.5,0,0,3.342,50.7984,0
2021,10007140,"Birmingham City University",15,"D",27,"English Language and Literature","Impact",15.2,65,100,100,0,0,0,0,4,60.8,0
2021,10007140,"Birmingham City University",15,"D",27,"English Language and Literature","Environment",15.2,65,100,27.5,72.5,0,0,0,3.275,49.78,0
2021,10007140,"Birmingham City University",15,"D",32,"Art and Design: History, Practice and Theory","Overall",32.61,15,68,19,49,32,0,0,2.87,93.5907,0
2021,10007140,"Birmingham City University",15,"D",32,"Art and Design: History, Practice and Theory","Outputs",32.61,15,61,14.6,46.4,39,0,0,2.756,89.87316,0
2021,10007140,"Birmingham City University",15,"D",32,"Art and Design: History, Practice and Theory","Impact",32.61,15,66.7,33.3,33.4,33.3,0,0,3,97.83,0
2021,10007140,"Birmingham City University",15,"D",32,"Art and Design: History, Practice and Theory","Environment",32.61,15,100,15,85,0,0,0,3.15,102.7215,0
2021,10007140,"Birmingham City University",15,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Overall",29.7,40,81,35,46,17,2,0,3.14,93.258,0
2021,10007140,"Birmingham City University",15,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Outputs",29.7,40,68.9,29.7,39.2,27,4.1,0,2.945,87.4665,0
2021,10007140,"Birmingham City University",15,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Impact",29.7,40,100,33.3,66.7,0,0,0,3.333,98.9901,0
2021,10007140,"Birmingham City University",15,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Environment",29.7,40,100,57.5,42.5,0,0,0,3.575,106.1775,0
2021,10007140,"Birmingham City University",15,"D",34,"Communication, Cultural and Media Studies, Library and Information Management","Overall",31.21,60,70,31,39,28,2,0,2.99,93.3179,0
2021,10007140,"Birmingham City University",15,"D",34,"Communication, Cultural and Media Studies, Library and Information Management","Outputs",31.21,60,55.1,23.1,32,42.3,2.6,0,2.756,86.01476,0
2021,10007140,"Birmingham City University",15,"D",34,"Communication, Cultural and Media Studies, Library and Information Management","Impact",31.21,60,100,66.7,33.3,0,0,0,3.667,114.44707,0
2021,10007140,"Birmingham City University",15,"D",34,"Communication, Cultural and Media Studies, Library and Information Management","Environment",31.21,60,77.5,0,77.5,22.5,0,0,2.775,86.60775,0
2021,10007811,"Bishop Grosseteste University",16,"A",4,"Psychology, Psychiatry and Neuroscience","Overall",9,85,16,3,13,51,29,4,1.82,16.38,0
2021,10007811,"Bishop Grosseteste University",16,"A",4,"Psychology, Psychiatry and Neuroscience","Outputs",9,85,26.1,4.3,21.8,65.2,8.7,0,2.217,19.953,0
2021,10007811,"Bishop Grosseteste University",16,"A",4,"Psychology, Psychiatry and Neuroscience","Impact",9,85,0,0,0,50,50,0,1.5,13.5,0
2021,10007811,"Bishop Grosseteste University",16,"A",4,"Psychology, Psychiatry and Neuroscience","Environment",9,85,0,0,0,0,75,25,0.75,6.75,0
2021,10007811,"Bishop Grosseteste University",16,"C",23,"Education","Overall",20.5,30,29,4,25,23,40,8,1.77,36.285,0
2021,10007811,"Bishop Grosseteste University",16,"C",23,"Education","Outputs",20.5,30,42,6,36,30,28,0,2.2,45.1,0
2021,10007811,"Bishop Grosseteste University",16,"C",23,"Education","Impact",20.5,30,16.7,0,16.7,16.6,33.4,33.3,1.167,23.9235,0
2021,10007811,"Bishop Grosseteste University",16,"C",23,"Education","Environment",20.5,30,0,0,0,0,100,0,1,20.5,0
2021,10007811,"Bishop Grosseteste University",16,"D",27,"English Language and Literature","Overall",5,100,49,9,40,42,9,0,2.49,12.45,0
2021,10007811,"Bishop Grosseteste University",16,"D",27,"English Language and Literature","Outputs",5,100,61.5,15.4,46.1,38.5,0,0,2.769,13.845,0
2021,10007811,"Bishop Grosseteste University",16,"D",27,"English Language and Literature","Impact",5,100,50,0,50,50,0,0,2.5,12.5,0
2021,10007811,"Bishop Grosseteste University",16,"D",27,"English Language and Literature","Environment",5,100,0,0,0,37.5,62.5,0,1.375,6.875,0
